Trace1,
Freq,,Amp,,
          2827666589,Hz,              -25.27, dBm,
          2827999922,Hz,              -25.23, dBm,
          2828333255,Hz,              -25.20, dBm,
          2828666588,Hz,              -25.15, dBm,
          2828999921,Hz,              -25.10, dBm,
          2829333254,Hz,              -25.06, dBm,
          2829666587,Hz,              -25.01, dBm,
          2829999920,Hz,              -24.96, dBm,
          2830333253,Hz,              -24.90, dBm,
          2830666586,Hz,              -24.84, dBm,
          2830999919,Hz,              -24.81, dBm,
          2831333252,Hz,              -24.78, dBm,
          2831666585,Hz,              -24.71, dBm,
          2831999918,Hz,              -24.59, dBm,
          2832333251,Hz,              -24.61, dBm,
          2832666584,Hz,              -24.56, dBm,
          2832999917,Hz,              -24.52, dBm,
          2833333250,Hz,              -24.45, dBm,
          2833666583,Hz,              -24.43, dBm,
          2833999916,Hz,              -24.36, dBm,
          2834333249,Hz,              -24.32, dBm,
          2834666582,Hz,              -24.25, dBm,
          2834999915,Hz,              -24.24, dBm,
          2835333248,Hz,              -24.11, dBm,
          2835666581,Hz,              -24.14, dBm,
          2835999914,Hz,              -24.05, dBm,
          2836333247,Hz,              -24.02, dBm,
          2836666580,Hz,              -24.00, dBm,
          2836999913,Hz,              -23.95, dBm,
          2837333246,Hz,              -23.90, dBm,
          2837666579,Hz,              -23.88, dBm,
          2837999912,Hz,              -23.80, dBm,
          2838333245,Hz,              -23.79, dBm,
          2838666578,Hz,              -23.75, dBm,
          2838999911,Hz,              -23.69, dBm,
          2839333244,Hz,              -23.69, dBm,
          2839666577,Hz,              -23.65, dBm,
          2839999910,Hz,              -23.61, dBm,
          2840333243,Hz,              -23.63, dBm,
          2840666576,Hz,              -23.58, dBm,
          2840999909,Hz,              -23.57, dBm,
          2841333242,Hz,              -23.57, dBm,
          2841666575,Hz,              -23.57, dBm,
          2841999908,Hz,              -23.54, dBm,
          2842333241,Hz,              -23.53, dBm,
          2842666574,Hz,              -23.53, dBm,
          2842999907,Hz,              -23.52, dBm,
          2843333240,Hz,              -23.54, dBm,
          2843666573,Hz,              -23.53, dBm,
          2843999906,Hz,              -23.54, dBm,
          2844333239,Hz,              -23.58, dBm,
          2844666572,Hz,              -23.60, dBm,
          2844999905,Hz,              -23.61, dBm,
          2845333238,Hz,              -23.63, dBm,
          2845666571,Hz,              -23.69, dBm,
          2845999904,Hz,              -23.66, dBm,
          2846333237,Hz,              -23.74, dBm,
          2846666570,Hz,              -23.79, dBm,
          2846999903,Hz,              -23.81, dBm,
          2847333236,Hz,              -23.85, dBm,
          2847666569,Hz,              -23.91, dBm,
          2847999902,Hz,              -23.88, dBm,
          2848333235,Hz,              -24.03, dBm,
          2848666568,Hz,              -24.08, dBm,
          2848999901,Hz,              -24.14, dBm,
          2849333234,Hz,              -24.20, dBm,
          2849666567,Hz,              -24.25, dBm,
          2849999900,Hz,              -24.33, dBm,
          2850333233,Hz,              -24.41, dBm,
          2850666566,Hz,              -24.46, dBm,
          2850999899,Hz,              -24.51, dBm,
          2851333232,Hz,              -24.59, dBm,
          2851666565,Hz,              -24.66, dBm,
          2851999898,Hz,              -24.76, dBm,
          2852333231,Hz,              -24.85, dBm,
          2852666564,Hz,              -24.94, dBm,
          2852999897,Hz,              -24.97, dBm,
          2853333230,Hz,              -25.06, dBm,
          2853666563,Hz,              -25.12, dBm,
          2853999896,Hz,              -25.23, dBm,
          2854333229,Hz,              -25.31, dBm,
          2854666562,Hz,              -25.37, dBm,
          2854999895,Hz,              -25.47, dBm,
          2855333228,Hz,              -25.57, dBm,
          2855666561,Hz,              -25.63, dBm,
          2855999894,Hz,              -25.72, dBm,
          2856333227,Hz,              -25.80, dBm,
          2856666560,Hz,              -25.87, dBm,
          2856999893,Hz,              -25.96, dBm,
          2857333226,Hz,              -25.99, dBm,
          2857666559,Hz,              -26.14, dBm,
          2857999892,Hz,              -26.16, dBm,
          2858333225,Hz,              -26.25, dBm,
          2858666558,Hz,              -26.28, dBm,
          2858999891,Hz,              -26.38, dBm,
          2859333224,Hz,              -26.49, dBm,
          2859666557,Hz,              -26.52, dBm,
          2859999890,Hz,              -26.61, dBm,
          2860333223,Hz,              -26.64, dBm,
          2860666556,Hz,              -26.74, dBm,
          2860999889,Hz,              -26.83, dBm,
          2861333222,Hz,              -26.88, dBm,
          2861666555,Hz,              -26.95, dBm,
          2861999888,Hz,              -26.96, dBm,
          2862333221,Hz,              -27.08, dBm,
          2862666554,Hz,              -27.14, dBm,
          2862999887,Hz,              -27.16, dBm,
          2863333220,Hz,              -27.21, dBm,
          2863666553,Hz,              -27.28, dBm,
          2863999886,Hz,              -27.33, dBm,
          2864333219,Hz,              -27.35, dBm,
          2864666552,Hz,              -27.45, dBm,
          2864999885,Hz,              -27.43, dBm,
          2865333218,Hz,              -27.48, dBm,
          2865666551,Hz,              -27.55, dBm,
          2865999884,Hz,              -27.55, dBm,
          2866333217,Hz,              -27.63, dBm,
          2866666550,Hz,              -27.67, dBm,
          2866999883,Hz,              -27.70, dBm,
          2867333216,Hz,              -27.72, dBm,
          2867666549,Hz,              -27.76, dBm,
          2867999882,Hz,              -27.75, dBm,
          2868333215,Hz,              -27.75, dBm,
          2868666548,Hz,              -27.82, dBm,
          2868999881,Hz,              -27.84, dBm,
          2869333214,Hz,              -27.89, dBm,
          2869666547,Hz,              -27.91, dBm,
          2869999880,Hz,              -27.89, dBm,
          2870333213,Hz,              -27.90, dBm,
          2870666546,Hz,              -27.94, dBm,
          2870999879,Hz,              -27.95, dBm,
          2871333212,Hz,              -27.97, dBm,
          2871666545,Hz,              -27.93, dBm,
          2871999878,Hz,              -27.95, dBm,
          2872333211,Hz,              -27.91, dBm,
          2872666544,Hz,              -27.92, dBm,
          2872999877,Hz,              -27.91, dBm,
          2873333210,Hz,              -27.95, dBm,
          2873666543,Hz,              -27.93, dBm,
          2873999876,Hz,              -27.87, dBm,
          2874333209,Hz,              -27.95, dBm,
          2874666542,Hz,              -27.92, dBm,
          2874999875,Hz,              -27.84, dBm,
          2875333208,Hz,              -27.88, dBm,
          2875666541,Hz,              -27.86, dBm,
          2875999874,Hz,              -27.84, dBm,
          2876333207,Hz,              -27.83, dBm,
          2876666540,Hz,              -27.78, dBm,
          2876999873,Hz,              -27.77, dBm,
          2877333206,Hz,              -27.71, dBm,
          2877666539,Hz,              -27.70, dBm,
          2877999872,Hz,              -27.66, dBm,
          2878333205,Hz,              -27.62, dBm,
          2878666538,Hz,              -27.54, dBm,
          2878999871,Hz,              -27.57, dBm,
          2879333204,Hz,              -27.51, dBm,
          2879666537,Hz,              -27.53, dBm,
          2879999870,Hz,              -27.46, dBm,
          2880333203,Hz,              -27.40, dBm,
          2880666536,Hz,              -27.39, dBm,
          2880999869,Hz,              -27.31, dBm,
          2881333202,Hz,              -27.23, dBm,
          2881666535,Hz,              -27.22, dBm,
          2881999868,Hz,              -27.17, dBm,
          2882333201,Hz,              -27.14, dBm,
          2882666534,Hz,              -27.06, dBm,
          2882999867,Hz,              -27.01, dBm,
          2883333200,Hz,              -26.95, dBm,
          2883666533,Hz,              -26.91, dBm,
          2883999866,Hz,              -26.84, dBm,
          2884333199,Hz,              -26.77, dBm,
          2884666532,Hz,              -26.76, dBm,
          2884999865,Hz,              -26.63, dBm,
          2885333198,Hz,              -26.60, dBm,
          2885666531,Hz,              -26.58, dBm,
          2885999864,Hz,              -26.47, dBm,
          2886333197,Hz,              -26.39, dBm,
          2886666530,Hz,              -26.38, dBm,
          2886999863,Hz,              -26.27, dBm,
          2887333196,Hz,              -26.23, dBm,
          2887666529,Hz,              -26.12, dBm,
          2887999862,Hz,              -26.11, dBm,
          2888333195,Hz,              -26.01, dBm,
          2888666528,Hz,              -25.97, dBm,
          2888999861,Hz,              -25.86, dBm,
          2889333194,Hz,              -25.82, dBm,
          2889666527,Hz,              -25.76, dBm,
          2889999860,Hz,              -25.70, dBm,
          2890333193,Hz,              -25.61, dBm,
          2890666526,Hz,              -25.55, dBm,
          2890999859,Hz,              -25.45, dBm,
          2891333192,Hz,              -25.45, dBm,
          2891666525,Hz,              -25.36, dBm,
          2891999858,Hz,              -25.27, dBm,
          2892333191,Hz,              -25.20, dBm,
          2892666524,Hz,              -25.18, dBm,
          2892999857,Hz,              -25.11, dBm,
          2893333190,Hz,              -25.04, dBm,
          2893666523,Hz,              -24.99, dBm,
          2893999856,Hz,              -24.91, dBm,
          2894333189,Hz,              -24.88, dBm,
          2894666522,Hz,              -24.81, dBm,
          2894999855,Hz,              -24.73, dBm,
          2895333188,Hz,              -24.71, dBm,
          2895666521,Hz,              -24.66, dBm,
          2895999854,Hz,              -24.60, dBm,
          2896333187,Hz,              -24.55, dBm,
          2896666520,Hz,              -24.53, dBm,
          2896999853,Hz,              -24.46, dBm,
          2897333186,Hz,              -24.39, dBm,
          2897666519,Hz,              -24.37, dBm,
          2897999852,Hz,              -24.31, dBm,
          2898333185,Hz,              -24.32, dBm,
          2898666518,Hz,              -24.26, dBm,
          2898999851,Hz,              -24.20, dBm,
          2899333184,Hz,              -24.23, dBm,
          2899666517,Hz,              -24.21, dBm,
          2899999850,Hz,              -24.15, dBm,
          2900333183,Hz,              -24.13, dBm,
          2900666516,Hz,              -24.13, dBm,
          2900999849,Hz,              -24.08, dBm,
          2901333182,Hz,              -24.09, dBm,
          2901666515,Hz,              -24.07, dBm,
          2901999848,Hz,              -24.05, dBm,
          2902333181,Hz,              -24.04, dBm,
          2902666514,Hz,              -24.03, dBm,
          2902999847,Hz,              -24.02, dBm,
          2903333180,Hz,              -24.00, dBm,
          2903666513,Hz,              -24.03, dBm,
          2903999846,Hz,              -24.02, dBm,
          2904333179,Hz,              -23.99, dBm,
          2904666512,Hz,              -24.03, dBm,
          2904999845,Hz,              -24.00, dBm,
          2905333178,Hz,              -24.02, dBm,
          2905666511,Hz,              -24.04, dBm,
          2905999844,Hz,              -24.04, dBm,
          2906333177,Hz,              -24.07, dBm,
          2906666510,Hz,              -24.07, dBm,
          2906999843,Hz,              -24.07, dBm,
          2907333176,Hz,              -24.11, dBm,
          2907666509,Hz,              -24.11, dBm,
          2907999842,Hz,              -24.14, dBm,
          2908333175,Hz,              -24.15, dBm,
          2908666508,Hz,              -24.15, dBm,
          2908999841,Hz,              -24.19, dBm,
          2909333174,Hz,              -24.20, dBm,
          2909666507,Hz,              -24.21, dBm,
          2909999840,Hz,              -24.20, dBm,
          2910333173,Hz,              -24.28, dBm,
          2910666506,Hz,              -24.26, dBm,
          2910999839,Hz,              -24.30, dBm,
          2911333172,Hz,              -24.35, dBm,
          2911666505,Hz,              -24.36, dBm,
          2911999838,Hz,              -24.37, dBm,
          2912333171,Hz,              -24.42, dBm,
          2912666504,Hz,              -24.40, dBm,
          2912999837,Hz,              -24.42, dBm,
          2913333170,Hz,              -24.48, dBm,
          2913666503,Hz,              -24.50, dBm,
          2913999836,Hz,              -24.49, dBm,
          2914333169,Hz,              -24.57, dBm,
          2914666502,Hz,              -24.53, dBm,
          2914999835,Hz,              -24.57, dBm,
          2915333168,Hz,              -24.61, dBm,
          2915666501,Hz,              -24.62, dBm,
          2915999834,Hz,              -24.64, dBm,
          2916333167,Hz,              -24.65, dBm,
          2916666500,Hz,              -24.71, dBm,
          2916999833,Hz,              -24.72, dBm,
          2917333166,Hz,              -24.72, dBm,
          2917666499,Hz,              -24.72, dBm,
          2917999832,Hz,              -24.79, dBm,
          2918333165,Hz,              -24.77, dBm,
          2918666498,Hz,              -24.79, dBm,
          2918999831,Hz,              -24.82, dBm,
          2919333164,Hz,              -24.85, dBm,
          2919666497,Hz,              -24.82, dBm,
          2919999830,Hz,              -24.89, dBm,
          2920333163,Hz,              -24.88, dBm,
          2920666496,Hz,              -24.89, dBm,
          2920999829,Hz,              -24.95, dBm,
          2921333162,Hz,              -24.96, dBm,
          2921666495,Hz,              -24.95, dBm,
          2921999828,Hz,              -24.96, dBm,
          2922333161,Hz,              -24.96, dBm,
          2922666494,Hz,              -24.97, dBm,
          2922999827,Hz,              -24.99, dBm,
          2923333160,Hz,              -25.01, dBm,
          2923666493,Hz,              -25.01, dBm,
          2923999826,Hz,              -25.00, dBm,
          2924333159,Hz,              -25.04, dBm,
          2924666492,Hz,              -25.01, dBm,
          2924999825,Hz,              -25.06, dBm,
          2925333158,Hz,              -25.07, dBm,
          2925666491,Hz,              -25.04, dBm,
          2925999824,Hz,              -25.05, dBm,
          2926333157,Hz,              -25.04, dBm,
          2926666490,Hz,              -25.06, dBm,
          2926999823,Hz,              -25.06, dBm,
          2927333156,Hz,              -25.05, dBm,
          2927666489,Hz,              -25.07, dBm,
          2927999822,Hz,              -25.08, dBm,
          2928333155,Hz,              -25.11, dBm,
          2928666488,Hz,              -25.06, dBm,
          2928999821,Hz,              -25.08, dBm,
          2929333154,Hz,              -25.06, dBm,
          2929666487,Hz,              -25.05, dBm,
          2929999820,Hz,              -25.06, dBm,
          2930333153,Hz,              -25.04, dBm,
          2930666486,Hz,              -25.06, dBm,
          2930999819,Hz,              -25.04, dBm,
          2931333152,Hz,              -25.05, dBm,
          2931666485,Hz,              -25.01, dBm,
          2931999818,Hz,              -25.02, dBm,
          2932333151,Hz,              -25.06, dBm,
          2932666484,Hz,              -25.00, dBm,
          2932999817,Hz,              -25.03, dBm,
          2933333150,Hz,              -25.03, dBm,
          2933666483,Hz,              -25.01, dBm,
          2933999816,Hz,              -25.03, dBm,
          2934333149,Hz,              -25.00, dBm,
          2934666482,Hz,              -24.98, dBm,
          2934999815,Hz,              -24.98, dBm,
          2935333148,Hz,              -24.96, dBm,
          2935666481,Hz,              -24.97, dBm,
          2935999814,Hz,              -24.94, dBm,
          2936333147,Hz,              -24.95, dBm,
          2936666480,Hz,              -24.91, dBm,
          2936999813,Hz,              -24.91, dBm,
          2937333146,Hz,              -24.89, dBm,
          2937666479,Hz,              -24.88, dBm,
          2937999812,Hz,              -24.87, dBm,
          2938333145,Hz,              -24.89, dBm,
          2938666478,Hz,              -24.89, dBm,
          2938999811,Hz,              -24.87, dBm,
          2939333144,Hz,              -24.85, dBm,
          2939666477,Hz,              -24.81, dBm,
          2939999810,Hz,              -24.85, dBm,
          2940333143,Hz,              -24.82, dBm,
          2940666476,Hz,              -24.82, dBm,
          2940999809,Hz,              -24.79, dBm,
          2941333142,Hz,              -24.82, dBm,
          2941666475,Hz,              -24.79, dBm,
          2941999808,Hz,              -24.78, dBm,
          2942333141,Hz,              -24.78, dBm,
          2942666474,Hz,              -24.77, dBm,
          2942999807,Hz,              -24.77, dBm,
          2943333140,Hz,              -24.77, dBm,
          2943666473,Hz,              -24.76, dBm,
          2943999806,Hz,              -24.74, dBm,
          2944333139,Hz,              -24.73, dBm,
          2944666472,Hz,              -24.76, dBm,
          2944999805,Hz,              -24.75, dBm,
          2945333138,Hz,              -24.76, dBm,
          2945666471,Hz,              -24.76, dBm,
          2945999804,Hz,              -24.75, dBm,
          2946333137,Hz,              -24.67, dBm,
          2946666470,Hz,              -24.74, dBm,
          2946999803,Hz,              -24.76, dBm,
          2947333136,Hz,              -24.74, dBm,
          2947666469,Hz,              -24.72, dBm,
          2947999802,Hz,              -24.78, dBm,
          2948333135,Hz,              -24.79, dBm,
          2948666468,Hz,              -24.81, dBm,
          2948999801,Hz,              -24.80, dBm,
          2949333134,Hz,              -24.80, dBm,
          2949666467,Hz,              -24.82, dBm,
          2949999800,Hz,              -24.81, dBm,
